actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
LizElkinsNewcomer,1,['Bottoms'],3.00,3.80,-0.80
MikeyMadison,1,['Anora'],3.50,3.79,-0.29
MarkEydelshteyn,1,['Anora'],3.50,3.79,-0.29
YuraBorisov,1,['Anora'],3.50,3.79,-0.29
KarrenKaragulian,1,['Anora'],3.50,3.79,-0.29
VacheTovmasyan,1,['Anora'],3.50,3.79,-0.29
LunaSofíaMiranda,1,['Anora'],3.50,3.79,-0.29
LindseyNormington,1,['Anora'],3.50,3.79,-0.29
DaryaEkamasova,1,['Anora'],3.50,3.79,-0.29
AlekseySerebryakov,1,['Anora'],3.50,3.79,-0.29
AntonBitter,1,['Anora'],3.50,3.79,-0.29
IvyWolk,1,['Anora'],3.50,3.79,-0.29
VladMamai,1,['Anora'],3.50,3.79,-0.29
MariaTichinskaya,1,['Anora'],3.50,3.79,-0.29
PaulWeissman,1,['Anora'],3.50,3.79,-0.29
EmilyWeider,1,['Anora'],3.50,3.79,-0.29
VincentRadwinsky,1,['Anora'],3.50,3.79,-0.29
BrittneyRodriguez,1,['Anora'],3.50,3.79,-0.29
SophiaCarnabuci,1,['Anora'],3.50,3.79,-0.29
EllaRubin,1,['Anora'],3.50,3.79,-0.29
RossBrodar,1,['Anora'],3.50,3.79,-0.29
JamesCaan,1,['The Godfather'],5.00,4.52,0.48
RichardS.Castellano,1,['The Godfather'],5.00,4.52,0.48
TaliaShire,2,"['The Godfather', 'The Godfather Part II']",4.25,4.55,-0.30
GianniRusso,2,"['The Godfather', 'Super Mario Bros.']",3.25,3.33,-0.08
JohnMarley,1,['The Godfather'],5.00,4.52,0.48
RichardConte,1,['The Godfather'],5.00,4.52,0.48
AlLettieri,1,['The Godfather'],5.00,4.52,0.48
AbeVigoda,1,['The Godfather'],5.00,4.52,0.48
AlMartino,1,['The Godfather'],5.00,4.52,0.48
MorganaKing,2,"['The Godfather', 'The Godfather Part II']",4.25,4.55,-0.30
LennyMontana,1,['The Godfather'],5.00,4.52,0.48
JohnMartino,1,['The Godfather'],5.00,4.52,0.48
SalvatoreCorsitto,1,['The Godfather'],5.00,4.52,0.48
LeeStrasberg,1,['The Godfather Part II'],3.50,4.58,-1.08
MichaelV.Gazzo,1,['The Godfather Part II'],3.50,4.58,-1.08
RichardBright,1,['The Godfather Part II'],3.50,4.58,-1.08
GastoneMoschin,2,"['The Godfather Part II', 'The Conformist']",3.50,4.39,-0.89
TomRosqui,1,['The Godfather Part II'],3.50,4.58,-1.08
FrankSivero,1,['The Godfather Part II'],3.50,4.58,-1.08
FrancescaDeSapio,1,['The Godfather Part II'],3.50,4.58,-1.08
MariannaHill,1,['The Godfather Part II'],3.50,4.58,-1.08
LeopoldoTrieste,1,['The Godfather Part II'],3.50,4.58,-1.08
AmerigoTot,1,['The Godfather Part II'],3.50,4.58,-1.08
MacaulayCulkin,1,['Home Alone'],4.00,3.85,0.15
DanielStern,1,['Home Alone'],4.00,3.85,0.15
JohnHeard,1,['Home Alone'],4.00,3.85,0.15
AngelaGoethals,1,['Home Alone'],4.00,3.85,0.15
DevinRatray,1,['Home Alone'],4.00,3.85,0.15
GerryBamman,1,['Home Alone'],4.00,3.85,0.15
HillaryWolf,1,['Home Alone'],4.00,3.85,0.15
JohnCandy,1,['Home Alone'],4.00,3.85,0.15
MichaelC.Maronna,1,['Home Alone'],4.00,3.85,0.15
KristinMinter,1,['Home Alone'],4.00,3.85,0.15
DianaRein,1,['Home Alone'],4.00,3.85,0.15
JedidiahCohen,1,['Home Alone'],4.00,3.85,0.15
SentaMoses,1,['Home Alone'],4.00,3.85,0.15
AnnaSlotky,1,['Home Alone'],4.00,3.85,0.15
TerrieSnell,1,['Home Alone'],4.00,3.85,0.15
KarenAllen,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
RonaldLacey,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
WolfKahler,2,"['Raiders of the Lost Ark', 'The Remains of the Day']",3.25,4.05,-0.80
AnthonyHiggins,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
DenholmElliott,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
VicTablian,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
DonFellows,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
GeorgeHarris,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
FredSorenson,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
AnthonyChinn,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
EddieTagoe,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
BillReimbold,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
PatrickDurkin,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
MatthewScurfield,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
MalcolmWeaver,1,['Raiders of the Lost Ark'],3.00,4.15,-1.15
EmmaCorrin,1,['Nosferatu'],4.00,3.66,0.34
AdélaHesová,1,['Nosferatu'],4.00,3.66,0.34
MilenaKonstantinova,1,['Nosferatu'],4.00,3.66,0.34
StacyThunes,1,['Nosferatu'],4.00,3.66,0.34
GregoryGudgeon,1,['Nosferatu'],4.00,3.66,0.34
RobertRussell,1,['Nosferatu'],4.00,3.66,0.34
ClaudiuTrandafir,1,['Nosferatu'],4.00,3.66,0.34
GherghinaBereghianu,1,['Nosferatu'],4.00,3.66,0.34
JordanHaj,1,['Nosferatu'],4.00,3.66,0.34
KateřinaBílá,1,['Nosferatu'],4.00,3.66,0.34
