actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
CharlesNapier,2,"['The Silence of the Lambs', 'Austin Powers: International Man of Mystery']",3.25,3.89,-0.64
DannyDarst,1,['The Silence of the Lambs'],4.00,4.34,-0.34
AlexColeman,1,['The Silence of the Lambs'],4.00,4.34,-0.34
DanButler,1,['The Silence of the Lambs'],4.00,4.34,-0.34
PaulLazar,3,"['The Silence of the Lambs', 'The Host', 'Snowpiercer']",3.67,3.92,-0.26
RonVawter,1,['The Silence of the Lambs'],4.00,4.34,-0.34
RogerCorman,1,['The Silence of the Lambs'],4.00,4.34,-0.34
LawrenceA.Bonney,1,['The Silence of the Lambs'],4.00,4.34,-0.34
LawrenceT.Wrentz,1,['The Silence of the Lambs'],4.00,4.34,-0.34
DonBrockett,1,['The Silence of the Lambs'],4.00,4.34,-0.34
AnnetteBening,2,"['American Beauty', '20th Century Women']",4.00,3.98,0.02
ThoraBirch,1,['American Beauty'],4.50,3.95,0.55
WesBentley,4,"['American Beauty', 'Interstellar', 'The Hunger Games', 'Lovelace']",3.50,3.78,-0.28
MenaSuvari,2,"['American Beauty', 'Rumor Has It...']",2.75,3.14,-0.39
PeterGallagher,2,"['American Beauty', 'Palm Springs']",3.75,3.85,-0.10
AllisonJanney,4,"['American Beauty', 'Spy', 'Finding Nemo', 'I, Tonya']",4.00,3.76,0.24
ChrisCooper,4,"['American Beauty', 'The Bourne Identity', 'Little Women', 'Adaptation.']",3.62,3.99,-0.37
ScottBakula,1,['American Beauty'],4.50,3.95,0.55
SamRobards,1,['American Beauty'],4.50,3.95,0.55
BarryDelSherman,2,"['American Beauty', 'There Will Be Blood']",4.75,4.21,0.54
AraCeli,1,['American Beauty'],4.50,3.95,0.55
JohnCho,3,"['American Beauty', 'Searching', 'Harold & Kumar Go to White Castle']",3.50,3.69,-0.19
HalFortAtkinson,1,['American Beauty'],4.50,3.95,0.55
SueCasey,2,"['American Beauty', 'Rear Window']",4.50,4.16,0.34
KentFaulcon,1,['American Beauty'],4.50,3.95,0.55
BrendaWehle,1,['American Beauty'],4.50,3.95,0.55
LisaCloud,1,['American Beauty'],4.50,3.95,0.55
AlisonFaulk,1,['American Beauty'],4.50,3.95,0.55
KristaGoodsitt,1,['American Beauty'],4.50,3.95,0.55
LiamNeeson,5,"[""Schindler's List"", 'Batman Begins', 'Battleship', 'Star Wars: Episode I – The Phantom Menace', 'The Lego Movie']",2.70,3.51,-0.81
BenKingsley,3,"[""Schindler's List"", 'Iron Man 3', 'The Jungle Book']",3.83,3.61,0.23
CarolineGoodall,1,"[""Schindler's List""]",5.00,4.54,0.46
JonathanSagall,1,"[""Schindler's List""]",5.00,4.54,0.46
EmbethDavidtz,1,"[""Schindler's List""]",5.00,4.54,0.46
MałgorzataGebel,1,"[""Schindler's List""]",5.00,4.54,0.46
ShmuelLevy,1,"[""Schindler's List""]",5.00,4.54,0.46
MarkIvanir,1,"[""Schindler's List""]",5.00,4.54,0.46
BéatriceMacola,1,"[""Schindler's List""]",5.00,4.54,0.46
AndrzejSeweryn,1,"[""Schindler's List""]",5.00,4.54,0.46
FriedrichvonThun,1,"[""Schindler's List""]",5.00,4.54,0.46
KrzysztofLuft,1,"[""Schindler's List""]",5.00,4.54,0.46
HarryNehring,1,"[""Schindler's List""]",5.00,4.54,0.46
NorbertWeisser,2,"[""Schindler's List"", 'The Thing']",4.75,4.45,0.30
AdiNitzan,1,"[""Schindler's List""]",5.00,4.54,0.46
MichaelSchneider,1,"[""Schindler's List""]",5.00,4.54,0.46
MiriFabian,1,"[""Schindler's List""]",5.00,4.54,0.46
AnnaMucha,1,"[""Schindler's List""]",5.00,4.54,0.46
AlbertMisak,1,"[""Schindler's List""]",5.00,4.54,0.46
LucyLiu,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
VivicaA.Fox,2,"['Kill Bill: Vol. 1', 'Independence Day']",4.00,3.78,0.22
DarylHannah,2,"['Kill Bill: Vol. 1', 'Blade Runner']",4.00,4.15,-0.15
DavidCarradine,2,"['Kill Bill: Vol. 1', 'Mean Streets']",3.25,3.96,-0.71
JulieDreyfus,2,"['Kill Bill: Vol. 1', 'Inglourious Basterds']",4.25,4.29,-0.04
ChiakiKuriyama,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
SonnyChiba,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
GordonLiuChia-Hui,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
MichaelParks,3,"['Kill Bill: Vol. 1', 'From Dusk Till Dawn', 'Tusk']",2.50,3.37,-0.87
MichaelBowen,2,"['Kill Bill: Vol. 1', 'Magnolia']",4.00,4.22,-0.22
JunKunimura,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
KenjiOhba,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
YukiKazamatsuri,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
JamesParks,2,"['Kill Bill: Vol. 1', 'The Hateful Eight']",4.25,4.12,0.13
SakichiSato,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
JonathanLoughran,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
YoshiyukiMorishita,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
TetsuroShimaguchi,1,['Kill Bill: Vol. 1'],4.00,4.21,-0.21
GuyPearce,7,"['Memento', 'Iron Man 3', 'Prometheus', 'Alien: Covenant', 'The Road', 'The Brutalist', 'L.A. Confidential']",3.43,3.61,-0.19
MarkBooneJunior,2,"['Memento', 'Batman Begins']",4.25,4.00,0.25
RussFega,1,['Memento'],4.50,4.18,0.32
JorjaFox,1,['Memento'],4.50,4.18,0.32
StephenTobolowsky,2,"['Memento', 'Groundhog Day']",4.25,4.00,0.25
HarrietSansomHarris,3,"['Memento', 'Phantom Thread', 'Licorice Pizza']",3.83,3.96,-0.13
ThomasLennon,1,['Memento'],4.50,4.18,0.32
CallumKeithRennie,2,"['Memento', 'Warcraft']",3.00,3.36,-0.36
KimberlyCampbell,1,['Memento'],4.50,4.18,0.32
MarianneMuellerleile,3,"['Memento', 'The Hottie & The Nottie', 'Thank You for Smoking']",3.00,3.13,-0.13
LarryHolden,2,"['Memento', 'Batman Begins']",4.25,4.00,0.25
CliveOwen,6,"['Children of Men', 'Sin City', 'The Bourne Identity', 'Valerian and the City of a Thousand Planets', 'Closer', 'Inside Man']",3.08,3.59,-0.50
Clare-HopeAshitey,1,['Children of Men'],4.50,4.30,0.20
MichaelCaine,9,"['Children of Men', 'Interstellar', 'Batman Begins', 'Kingsman: The Secret Service', 'The Dark Knight Rises', 'Now You See Me 2', 'Inception', 'The Prestige', 'Tenet']",3.67,3.91,-0.24
PamFerris,1,['Children of Men'],4.50,4.30,0.20
CharlieHunnam,2,"['Children of Men', 'Pacific Rim']",4.25,3.88,0.37
DannyHuston,2,"['Children of Men', 'Game Night']",4.50,3.90,0.60
PeterMullan,1,['Children of Men'],4.50,4.30,0.20
OanaPellea,1,['Children of Men'],4.50,4.30,0.20
JacekKoman,1,['Children of Men'],4.50,4.30,0.20
PhaldutSharma,2,"['Children of Men', 'Gravity']",4.00,3.90,0.10
JuanGabrielYacuzzi,1,['Children of Men'],4.50,4.30,0.20
MishalHusain,1,['Children of Men'],4.50,4.30,0.20
RobCurling,1,['Children of Men'],4.50,4.30,0.20
MariaMcErlane,1,['Children of Men'],4.50,4.30,0.20
MichaelHaughey,1,['Children of Men'],4.50,4.30,0.20
MiriamKarlin,1,['Children of Men'],4.50,4.30,0.20
PhilippaUrquhart,1,['Children of Men'],4.50,4.30,0.20
TehminaSunny,1,['Children of Men'],4.50,4.30,0.20
EllenBurstyn,3,"['Requiem for a Dream', 'Interstellar', 'The Exorcist']",4.17,4.16,0.00
JaredLeto,7,"['Requiem for a Dream', 'Dallas Buyers Club', 'Fight Club', 'Blade Runner 2049', 'American Psycho', 'Girl, Interrupted', 'The Thin Red Line']",3.64,4.04,-0.40
JenniferConnelly,1,['Requiem for a Dream'],4.50,4.10,0.40
MarlonWayans,1,['Requiem for a Dream'],4.50,4.10,0.40
ChristopherMcDonald,3,"['Requiem for a Dream', 'Rumor Has It...', 'The Iron Giant']",3.17,3.57,-0.40
LouiseLasser,2,"['Requiem for a Dream', 'Happiness']",4.00,4.04,-0.04
MarciaJeanKurtz,2,"['Requiem for a Dream', 'The Wrestler']",3.75,4.09,-0.34
JanetSarno,1,['Requiem for a Dream'],4.50,4.10,0.40
SuzanneShepherd,1,['Requiem for a Dream'],4.50,4.10,0.40
JoanneGordon,1,['Requiem for a Dream'],4.50,4.10,0.40
CharlotteAronofsky,1,['Requiem for a Dream'],4.50,4.10,0.40
MarkMargolis,3,"['Requiem for a Dream', 'The Wrestler', 'Glory']",3.50,3.99,-0.49
MichaelKaycheck,1,['Requiem for a Dream'],4.50,4.10,0.40
"""JackA.OConnell""",1,['Requiem for a Dream'],4.50,4.10,0.40
ChasMastin,1,['Requiem for a Dream'],4.50,4.10,0.40
AjayNaidu,3,"['Requiem for a Dream', 'The Wrestler', 'Office Space']",3.67,3.97,-0.30
SeanGullette,1,['Requiem for a Dream'],4.50,4.10,0.40
SamiaShoaib,1,['Requiem for a Dream'],4.50,4.10,0.40
PeterMaloney,2,"['Requiem for a Dream', 'The Thing']",4.50,4.22,0.28
AbrahamAbraham,1,['Requiem for a Dream'],4.50,4.10,0.40
CraigT.Nelson,3,"['The Incredibles', 'Gold', 'The Killing Fields']",3.50,3.72,-0.22
HollyHunter,5,"['The Incredibles', 'O Brother, Where Art Thou?', 'Crash', 'Blood Simple', 'The Piano']",3.90,3.88,0.02
SarahVowell,1,['The Incredibles'],5.00,4.07,0.93
SpencerFox,1,['The Incredibles'],5.00,4.07,0.93
JasonLee,3,"['The Incredibles', 'Dogma', 'Chasing Amy']",3.50,3.66,-0.16
ElizabethPeña,1,['The Incredibles'],5.00,4.07,0.93
EliFucile,1,['The Incredibles'],5.00,4.07,0.93
MaeveAndrews,1,['The Incredibles'],5.00,4.07,0.93
BradBird,1,['The Incredibles'],5.00,4.07,0.93
DominiqueLouis,1,['The Incredibles'],5.00,4.07,0.93
TeddyNewton,1,['The Incredibles'],5.00,4.07,0.93
JeanSincere,1,['The Incredibles'],5.00,4.07,0.93
WallaceShawn,6,"['The Incredibles', 'Marriage Story', 'Toy Story 2', 'Toy Story', 'Toy Story 3', 'Clueless']",4.17,3.97,0.20
LouRomano,1,['The Incredibles'],5.00,4.07,0.93
WayneCanney,1,['The Incredibles'],5.00,4.07,0.93
MichaelBird,2,"['The Incredibles', 'The Iron Giant']",4.50,4.18,0.32
BudLuckey,1,['The Incredibles'],5.00,4.07,0.93
BretParker,1,['The Incredibles'],5.00,4.07,0.93
KimberlyAdairClark,1,['The Incredibles'],5.00,4.07,0.93
HeathLedger,1,['Brokeback Mountain'],4.50,4.15,0.35
JakeGyllenhaal,8,"['Brokeback Mountain', 'Nightcrawler', 'Zodiac', 'Okja', 'Stronger', 'Prisoners', 'Spider-Man: Far From Home', 'The Day After Tomorrow']",3.44,3.77,-0.33
MichelleWilliams,4,"['Brokeback Mountain', 'Manchester by the Sea', 'Synecdoche, New York', ""But I'm a Cheerleader""]",3.62,4.11,-0.49
AnneHathaway,5,"['Brokeback Mountain', 'Interstellar', 'The Devil Wears Prada', 'The Dark Knight Rises', 'Bride Wars']",3.40,3.86,-0.46
RandyQuaid,2,"['Brokeback Mountain', 'Independence Day']",4.25,3.75,0.50
LindaCardellini,4,"['Brokeback Mountain', 'Avengers: Age of Ultron', 'Green Book', 'Legally Blonde']",3.50,3.77,-0.27
AnnaFaris,2,"['Brokeback Mountain', 'My Super Ex-Girlfriend']",3.25,3.14,0.11
DavidHarbour,2,"['Brokeback Mountain', 'Snitch']",3.50,3.42,0.08
RobertaMaxwell,1,['Brokeback Mountain'],4.50,4.15,0.35
PeterMcRobbie,1,['Brokeback Mountain'],4.50,4.15,0.35
GrahamBeckel,2,"['Brokeback Mountain', 'L.A. Confidential']",4.00,4.12,-0.12
MaryLiboiron,1,['Brokeback Mountain'],4.50,4.15,0.35
ScottMichaelCampbell,1,['Brokeback Mountain'],4.50,4.15,0.35
MartyAntonini,1,['Brokeback Mountain'],4.50,4.15,0.35
DavidTrimble,1,['Brokeback Mountain'],4.50,4.15,0.35
LarryReese,1,['Brokeback Mountain'],4.50,4.15,0.35
ValeriePlanche,1,['Brokeback Mountain'],4.50,4.15,0.35
VictorReyes,1,['Brokeback Mountain'],4.50,4.15,0.35
LachlanMackintosh,1,['Brokeback Mountain'],4.50,4.15,0.35
MichaelKeaton,6,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Need for Speed', 'Cars', 'Spotlight', 'Spider-Man: Homecoming', 'Toy Story 3']",3.67,3.70,-0.03
EmmaStone,5,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Battle of the Sexes', 'La La Land', 'Poor Things', 'Bugonia']",4.10,3.85,0.25
ZachGalifianakis,2,"['Birdman or (The Unexpected Virtue of Ignorance)', 'The Hangover']",3.75,3.87,-0.12
EdwardNorton,7,"['Birdman or (The Unexpected Virtue of Ignorance)', 'American History X', 'The Grand Budapest Hotel', 'Fight Club', 'Moonrise Kingdom', '25th Hour', 'Glass Onion']",3.93,3.99,-0.06
AndreaRiseborough,3,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Battle of the Sexes', 'The Death of Stalin']",3.50,3.72,-0.22
NaomiWatts,3,"['Birdman or (The Unexpected Virtue of Ignorance)', 'The Glass Castle', 'Mulholland Drive']",3.50,3.87,-0.37
AmyRyan,2,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Bridge of Spies']",4.50,3.80,0.70
LindsayDuncan,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
MerrittWever,2,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Marriage Story']",4.50,4.00,0.50
JeremyShamos,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
DamianYoung,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
KennyChin,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
JamahlGarrison-Lowe,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
"""KatherineOSullivan""",1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
KeenanShimizu,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
AkiraIto,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
NatalieGold,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
MichaelSiberry,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
ClarkMiddleton,2,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Snowpiercer']",4.00,3.83,0.17
WilliamYoumans,1,['Birdman or (The Unexpected Virtue of Ignorance)'],5.00,4.00,1.00
BenAffleck,7,"['Gone Girl', 'Argo', 'Dogma', 'Good Will Hunting', 'Fahrenheit 9/11', 'Chasing Amy', 'Dazed and Confused']",3.50,3.80,-0.30
RosamundPike,3,"['Gone Girl', 'Pride & Prejudice', ""The World's End""]",3.83,3.94,-0.11
NeilPatrickHarris,4,"['Gone Girl', 'Starship Troopers', 'Harold & Kumar Go to White Castle', 'The Unbearable Weight of Massive Talent']",3.50,3.69,-0.19
TylerPerry,2,"['Gone Girl', 'Vice']",3.50,3.78,-0.28
CarrieCoon,2,"['Gone Girl', 'The Post']",4.25,3.78,0.47
KimDickens,2,"['Gone Girl', 'Thank You for Smoking']",4.00,3.86,0.14
PatrickFugit,1,['Gone Girl'],4.50,4.07,0.43
DavidClennon,2,"['Gone Girl', 'The Thing']",4.50,4.21,0.29
LisaBanes,1,['Gone Girl'],4.50,4.07,0.43
MissiPyle,2,"['Gone Girl', 'Captain Fantastic']",4.25,4.01,0.24
EmilyRatajkowski,1,['Gone Girl'],4.50,4.07,0.43
CaseyWilson,1,['Gone Girl'],4.50,4.07,0.43
LolaKirke,2,"['Gone Girl', 'Sinners']",4.25,4.08,0.17
BoydHolbrook,2,"['Gone Girl', 'Logan']",3.75,4.10,-0.35
SelaWard,2,"['Gone Girl', 'The Day After Tomorrow']",3.50,3.55,-0.05
LeeNorris,1,['Gone Girl'],4.50,4.07,0.43
JamieMcShane,1,['Gone Girl'],4.50,4.07,0.43
LeonardKelly-Young,1,['Gone Girl'],4.50,4.07,0.43
KathleenRosePerkins,1,['Gone Girl'],4.50,4.07,0.43
PeteHousman,1,['Gone Girl'],4.50,4.07,0.43
JamieFoxx,3,"['Django Unchained', 'Baby Driver', 'Spider-Man: No Way Home']",3.67,3.95,-0.29
LeonardoDiCaprio,10,"['Django Unchained', 'The Wolf of Wall Street', 'The Great Gatsby', 'The Departed', 'Catch Me If You Can', 'Before the Flood', 'Inception', 'Once Upon a Time... in Hollywood', 'Killers of the Flower Moon', 'One Battle After Another']",3.75,4.01,-0.26
KerryWashington,2,"['Django Unchained', 'Wake Up Dead Man']",3.75,4.05,-0.30
WaltonGoggins,3,"['Django Unchained', 'The Hateful Eight', 'The Bourne Identity']",4.00,4.03,-0.03
DennisChristopher,2,"['Django Unchained', ""Fellini's Roma""]",4.50,4.10,0.40
JamesRemar,1,['Django Unchained'],4.50,4.33,0.17
DanaGourrier,2,"['Django Unchained', 'The Hateful Eight']",4.50,4.17,0.33
NicholeGalicia,1,['Django Unchained'],4.50,4.33,0.17
LauraCayouette,1,['Django Unchained'],4.50,4.33,0.17
AtoEssandoh,2,"['Django Unchained', 'Jason Bourne']",3.50,3.65,-0.15
SammiRotibi,1,['Django Unchained'],4.50,4.33,0.17
ClayDonahueFontenot,2,"['Django Unchained', 'Baby Driver']",4.00,4.02,-0.02
EscalanteLundy,1,['Django Unchained'],4.50,4.33,0.17
MiriamF.Glover,1,['Django Unchained'],4.50,4.33,0.17
DonJohnson,3,"['Django Unchained', 'Knives Out', 'Machete']",3.83,3.79,0.04
FrancoNero,3,"['Django Unchained', 'John Wick: Chapter 2', 'Die Hard 2']",3.67,3.80,-0.13
JamesRusso,2,"['Django Unchained', 'Donnie Brasco']",4.00,4.08,-0.08
JessicaAlba,2,"['Sin City', 'Machete']",3.50,3.40,0.10
MickeyRourke,2,"['Sin City', 'The Wrestler']",3.50,3.89,-0.39
RutgerHauer,4,"['Sin City', 'Batman Begins', 'Blade Runner', 'Valerian and the City of a Thousand Planets']",3.75,3.58,0.17
AlexisBledel,1,['Sin City'],4.00,3.70,0.30
PowersBoothe,1,['Sin City'],4.00,3.70,0.30
NickStahl,2,"['Sin City', 'The Thin Red Line']",3.75,3.90,-0.15
DevonAoki,1,['Sin City'],4.00,3.70,0.30
MichaelClarkeDuncan,2,"['Sin City', 'The Green Mile']",4.25,3.99,0.26
RosarioDawson,3,"['Sin City', 'Ratchet & Clank', '25th Hour']",2.67,3.31,-0.65
CarlaGugino,1,['Sin City'],4.00,3.70,0.30
JoshHartnett,2,"['Sin City', 'Oppenheimer']",3.75,3.93,-0.18
JaimeKing,1,['Sin City'],4.00,3.70,0.30
BrittanyMurphy,3,"['Sin City', 'Clueless', 'Girl, Interrupted']",3.17,3.78,-0.61
ElijahWood,5,"['Sin City', 'Eternal Sunshine of the Spotless Mind', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring']",4.10,4.26,-0.16
JudeCiccolella,1,['Sin City'],4.00,3.70,0.30
JeffDashnaw,1,['Sin City'],4.00,3.70,0.30
JonahHill,8,"['Moneyball', 'The Wolf of Wall Street', '21 Jump Street', 'How to Train Your Dragon', 'How to Train Your Dragon 2', 'War Dogs', 'The Beach Bum', 'The Lego Movie']",3.56,3.77,-0.21
RobinWright,2,"['Moneyball', 'Blade Runner 2049']",3.75,4.01,-0.26
ChrisPratt,9,"['Moneyball', 'Guardians of the Galaxy', 'Guardians of the Galaxy Vol. 2', 'Zero Dark Thirty', 'The Lego Movie', 'Bride Wars', 'Her', 'Onward', 'Guardians of the Galaxy Vol. 3']",2.89,3.69,-0.80
StephenBishop,2,"['Moneyball', 'Battleship']",2.50,3.08,-0.58
ReedDiamond,1,['Moneyball'],4.00,3.92,0.08
BrentJennings,1,['Moneyball'],4.00,3.92,0.08
KenMedlock,1,['Moneyball'],4.00,3.92,0.08
TammyBlanchard,2,"['Moneyball', 'The Invitation']",3.50,3.59,-0.09
JackMcGee,1,['Moneyball'],4.00,3.92,0.08
VytoRuginis,1,['Moneyball'],4.00,3.92,0.08
NickSearcy,2,"['Moneyball', 'The Shape of Water']",3.50,3.79,-0.29
GlennMorshower,1,['Moneyball'],4.00,3.92,0.08
CaseyBond,1,['Moneyball'],4.00,3.92,0.08
NickPorrazzo,1,['Moneyball'],4.00,3.92,0.08
KerrisDorsey,1,['Moneyball'],4.00,3.92,0.08
ArlissHoward,2,"['Moneyball', 'The Killer']",3.75,3.63,0.12
ReedThompson,1,['Moneyball'],4.00,3.92,0.08
JamesShanklin,1,['Moneyball'],4.00,3.92,0.08
RizAhmed,4,"['Nightcrawler', 'Jason Bourne', 'Rogue One: A Star Wars Story', 'Sound of Metal']",3.50,3.76,-0.26
ReneRusso,2,"['Nightcrawler', 'Avengers: Endgame']",3.75,4.00,-0.25
BillPaxton,5,"['Nightcrawler', 'Edge of Tomorrow', 'Aliens', 'The Terminator', 'Weird Science']",3.30,3.78,-0.48
KevinRahm,1,['Nightcrawler'],4.00,4.04,-0.04
MichaelHyatt,1,['Nightcrawler'],4.00,4.04,-0.04
PriceCarson,1,['Nightcrawler'],4.00,4.04,-0.04
KentShocknek,1,['Nightcrawler'],4.00,4.04,-0.04
SharonTay,1,['Nightcrawler'],4.00,4.04,-0.04
AnnCusack,1,['Nightcrawler'],4.00,4.04,-0.04
CarolynGilroy,1,['Nightcrawler'],4.00,4.04,-0.04
MarcoRodríguez,1,['Nightcrawler'],4.00,4.04,-0.04
MichaelPapajohn,1,['Nightcrawler'],4.00,4.04,-0.04
JonnyCoyne,1,['Nightcrawler'],4.00,4.04,-0.04
RickChambers,1,['Nightcrawler'],4.00,4.04,-0.04
PatHarvey,1,['Nightcrawler'],4.00,4.04,-0.04
RickGarcia,1,['Nightcrawler'],4.00,4.04,-0.04
JamesHuang,1,['Nightcrawler'],4.00,4.04,-0.04
LeahFredkin,1,['Nightcrawler'],4.00,4.04,-0.04
BillSeward,1,['Nightcrawler'],4.00,4.04,-0.04
RobertDowneyJr.,13,"['The Avengers', 'Avengers: Age of Ultron', 'Iron Man 3', 'Captain America: Civil War', 'Zodiac', 'Avengers: Infinity War', 'A Scanner Darkly', 'Weird Science', 'Spider-Man: Homecoming', 'Oppenheimer', 'Iron Man', 'Avengers: Endgame', 'Kiss Kiss Bang Bang']",3.19,3.66,-0.47
ChrisEvans,9,"['The Avengers', 'Avengers: Age of Ultron', 'Captain America: The Winter Soldier', 'Captain America: Civil War', 'Scott Pilgrim vs. the World', 'Avengers: Infinity War', 'Knives Out', 'Avengers: Endgame', 'Snowpiercer']",3.72,3.76,-0.04
MarkRuffalo,12,"['The Avengers', 'Avengers: Age of Ultron', 'Now You See Me 2', 'Eternal Sunshine of the Spotless Mind', 'Zodiac', 'Thor: Ragnarok', 'Avengers: Infinity War', 'Spotlight', 'Rumor Has It...', 'Avengers: Endgame', 'Poor Things', 'Mickey 17']",3.29,3.66,-0.37
ChrisHemsworth,7,"['The Avengers', 'Avengers: Age of Ultron', 'Ghostbusters', 'Rush', 'Thor: Ragnarok', 'Avengers: Infinity War', 'Avengers: Endgame']",3.36,3.55,-0.19
ScarlettJohansson,12,"['The Avengers', 'Avengers: Age of Ultron', 'Captain America: The Winter Soldier', 'The Jungle Book', 'Captain America: Civil War', 'Avengers: Infinity War', 'Lucy', 'Marriage Story', 'The Prestige', 'Jojo Rabbit', 'Her', 'Avengers: Endgame']",3.42,3.72,-0.31
JeremyRenner,8,"['The Avengers', 'Avengers: Age of Ultron', 'American Hustle', 'Captain America: Civil War', 'Arrival', 'Wind River', 'Avengers: Endgame', 'Wake Up Dead Man']",3.56,3.71,-0.15
TomHiddleston,5,"['The Avengers', 'Thor: Ragnarok', 'Avengers: Infinity War', 'Only Lovers Left Alive', 'The Life of Chuck']",3.30,3.79,-0.49
ClarkGregg,2,"['The Avengers', 'Iron Man']",3.50,3.75,-0.25
CobieSmulders,5,"['The Avengers', 'Avengers: Age of Ultron', 'Captain America: The Winter Soldier', 'The Lego Movie', 'Spider-Man: Far From Home']",3.40,3.59,-0.19
StellanSkarsgård,9,"['The Avengers', 'Avengers: Age of Ultron', 'Good Will Hunting', 'Dune', 'Melancholia', 'Chernobyl', 'Dune: Part Two', 'In Order of Disappearance', 'Sentimental Value']",3.67,3.98,-0.31
PaulBettany,8,"['The Avengers', 'Avengers: Age of Ultron', 'The Da Vinci Code', 'Iron Man 3', 'Captain America: Civil War', 'Avengers: Infinity War', 'Iron Man', 'Master and Commander: The Far Side of the World']",3.38,3.59,-0.21
AlexisDenisof,1,['The Avengers'],4.00,3.72,0.28
TinaBenko,1,['The Avengers'],4.00,3.72,0.28
JerzySkolimowski,1,['The Avengers'],4.00,3.72,0.28
KirillNikiforov,1,['The Avengers'],4.00,3.72,0.28
JeffWolfe,1,['The Avengers'],4.00,3.72,0.28
"""MlaahKaurSingh""",1,['The Avengers'],4.00,3.72,0.28
RashmiRustagi,1,['The Avengers'],4.00,3.72,0.28
JamesSpader,3,"['Avengers: Age of Ultron', 'Crash', 'Secretary']",3.33,3.48,-0.15
DonCheadle,6,"['Avengers: Age of Ultron', 'Iron Man 3', 'Captain America: Civil War', 'Boogie Nights', 'Avengers: Infinity War', 'Avengers: Endgame']",3.58,3.70,-0.12
AaronTaylor-Johnson,4,"['Avengers: Age of Ultron', 'Tenet', 'The Fall Guy', 'Nosferatu']",3.50,3.43,0.07
ElizabethOlsen,5,"['Avengers: Age of Ultron', 'Captain America: Civil War', 'Avengers: Infinity War', 'Wind River', 'Avengers: Endgame']",3.40,3.75,-0.35
IdrisElba,7,"['Avengers: Age of Ultron', 'Pacific Rim', 'The Jungle Book', 'Finding Dory', 'Prometheus', 'Thor: Ragnarok', 'Avengers: Infinity War']",3.36,3.46,-0.10
ClaudiaKim,1,['Avengers: Age of Ultron'],3.50,3.24,0.26
ThomasKretschmann,3,"['Avengers: Age of Ultron', 'The Pianist', 'Valkyrie']",3.83,3.66,0.17
AaronPaul,1,['Need for Speed'],2.00,2.69,-0.69
DominicCooper,2,"['Need for Speed', 'Warcraft']",1.75,2.62,-0.87
ImogenPoots,3,"['Need for Speed', 'Green Room', 'Popstar: Never Stop Never Stopping']",3.33,3.31,0.02
KidCudi,1,['Need for Speed'],2.00,2.69,-0.69
RamiMalek,3,"['Need for Speed', 'The Master', 'Oppenheimer']",3.00,3.61,-0.61
RamónRodríguez,1,['Need for Speed'],2.00,2.69,-0.69
HarrisonGilbertson,1,['Need for Speed'],2.00,2.69,-0.69
